"","Country","Year","LifeExpectancy","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","ChildrenPerWoman","ChildMortalityRate","LaborRate","NumCode","PopulationInMillions"
"1","Afghanistan",1970,36.663,1119.906184,NA,NA,7.671,309,NA,4,11.964906
"2","Afghanistan",1971,37.143,1039.780886,NA,NA,7.671,304.1,NA,4,12.273101
"3","Afghanistan",1972,37.614,994.4720758,NA,NA,7.671,299,NA,4,12.593688
"4","Afghanistan",1973,38.075,1079.818009,NA,NA,7.671,294,NA,4,12.915499
"5","Afghanistan",1974,38.529,1109.509798,NA,NA,7.671,288.8,NA,4,13.223928
"6","Afghanistan",1975,38.977,1137.547062,NA,NA,7.671,283.6,NA,4,13.505544
"7","Afghanistan",1976,39.417,1164.089498,NA,NA,7.67,278,NA,4,13.766792
"8","Afghanistan",1977,39.855,1056.469927,NA,NA,7.67,272.7,NA,4,14.003408
"9","Afghanistan",1978,40.298,1111.541965,NA,NA,7.67,267,NA,4,14.179656
"10","Afghanistan",1979,40.756,1087.327241,NA,NA,7.669,260.9,NA,4,14.249493
"11","Afghanistan",1980,41.242,1089.15162,NA,NA,7.669,255,59.40000153,4,14.185729
"12","Afghanistan",1981,NA,1205.305056,NA,NA,7.67,248.7,59.40000153,4,13.984092
"13","Afghanistan",1982,NA,1314.364729,NA,NA,7.671,242.1,59.29999924,4,13.67287
"14","Afghanistan",1983,NA,1361.564785,NA,NA,7.673,235.1,59.29999924,4,13.300056
"15","Afghanistan",1984,NA,1336.619708,NA,NA,7.676,227.5,59.20000076,4,12.931791
"16","Afghanistan",1985,NA,1292.744819,NA,NA,7.679,219.6,59.20000076,4,12.625292
"17","Afghanistan",1986,NA,1385.42645,NA,NA,7.681,211.3,59.09999847,4,12.372113
"18","Afghanistan",1987,NA,1145.54812,NA,NA,7.682,203.3,59.09999847,4,12.183387
"19","Afghanistan",1988,NA,1034.829439,NA,NA,7.682,195,59,4,12.156685
"20","Afghanistan",1989,NA,1009.873573,NA,NA,7.682,186.9,59,4,12.414686
"21","Afghanistan",1990,50.3,953.5146868,NA,NA,7.687,179.1,58.90000153,4,13.032161
"22","Afghanistan",1991,50.2,948.0595413,26.89999962,NA,7.7,171.5,58.79999924,4,14.069854
"23","Afghanistan",1992,50.4,872.659964,26.60000038,NA,7.725,164.6,58.70000076,4,15.472076
"24","Afghanistan",1993,50.5,751.0515319,26.5,NA,7.758,158.4,58.70000076,4,17.053213
"25","Afghanistan",1994,50.1,672.5617679,26.20000076,NA,7.796,153.3,58.59999847,4,18.553819
"26","Afghanistan",1995,50.4,808.8680781,26.10000038,NA,7.832,149.1,58.5,4,19.78988
"27","Afghanistan",1996,50.6,830.4196796,25.89999962,NA,7.859,145.7,58.5,4,20.684982
"28","Afghanistan",1997,50.7,853.8450877,25.89999962,NA,7.869,143,58.40000153,4,21.29935
"29","Afghanistan",1998,50,877.9757655,25.79999924,NA,7.854,140.6,58.40000153,4,21.752257
"30","Afghanistan",1999,50.8,901.7501247,25.70000076,NA,7.809,138.2,58.40000153,4,22.227543
"31","Afghanistan",2000,51,892.2387735,25.79999924,NA,7.733,135.6,58.5,4,22.856302
"32","Afghanistan",2001,51.1,799.6817856,26.10000038,NA,7.623,132.7,58.5,4,23.677385
"33","Afghanistan",2002,51.6,976.6691586,26.20000076,NA,7.484,129.4,58.59999847,4,24.639841
"34","Afghanistan",2003,52.1,1055.14511,25.10000038,NA,7.321,125.9,58.79999924,4,25.678639
"35","Afghanistan",2004,52.5,1081.472262,26.29999924,NA,7.136,122.4,58.90000153,4,26.693486
"36","Afghanistan",2005,52.9,1174.582145,24.79999924,NA,6.93,119,59,4,27.614718
"37","Afghanistan",2006,53.2,1193.282161,26.20000076,NA,6.702,115.8,59.20000076,4,28.420974
"38","Afghanistan",2007,53.6,1321.945588,25.60000038,NA,6.456,112.9,59.59999847,4,29.145841
"39","Afghanistan",2008,54,1323.495832,NA,NA,6.196,110.2,NA,4,29.839994
"40","Afghanistan",2009,54.5,1552.033398,NA,NA,5.928,107.7,NA,4,30.577756
"41","Afghanistan",2010,54.8,1632.338112,NA,NA,5.659,105.2,NA,4,31.411743
"42","Afghanistan",2011,55.2,1695.153436,NA,NA,5.395,102.6,NA,4,32.35826
"43","Afghanistan",2012,55.5,1885.356711,NA,NA,5.141,100,NA,4,33.397058
"44","Afghanistan",2013,56.2,1906.651322,NA,NA,4.9,97.3,NA,4,34.499915
"45","Albania",1970,66.948,4388.74856,NA,NA,5.05,NA,NA,8,2.135599
"46","Albania",1971,67.251,4564.174585,NA,530.3956825,4.933,NA,NA,8,2.18865
"47","Albania",1972,67.595,4742.879349,NA,566.3344171,4.809,NA,NA,8,2.241623
"48","Albania",1973,67.966,4979.115617,NA,590.2914169,4.677,NA,NA,8,2.294578
"49","Albania",1974,68.356,4997.677376,NA,586.6950736,4.538,NA,NA,8,2.347607
"50","Albania",1975,68.748,5015.090736,NA,732.7148528,4.393,NA,NA,8,2.400801
"51","Albania",1976,69.121,5035.164724,NA,898.5398125,4.244,NA,NA,8,2.454255
"52","Albania",1977,69.459,5057.19173,NA,1053.947256,4.094,NA,NA,8,2.508026
"53","Albania",1978,69.753,5080.468007,NA,1080.931434,3.947,89.5,NA,8,2.562121
"54","Albania",1979,70.001,5105.237002,NA,1044.720008,3.807,83.1,NA,8,2.61653
"55","Albania",1980,70.218,5141.289734,NA,1116.727659,3.678,77.3,75.59999847,8,2.6713
"56","Albania",1981,NA,5168.872993,NA,1094.541759,3.562,72,75.30000305,8,2.725029
"57","Albania",1982,NA,5197.293982,NA,1066.377271,3.46,66.9,75.09999847,8,2.777592
"58","Albania",1983,NA,5227.633451,NA,1039.124665,3.372,62.2,74.80000305,8,2.831682
"59","Albania",1984,NA,5257.394504,NA,985.2315227,3.297,57.9,74.5,8,2.891004
"60","Albania",1985,NA,5284.909279,NA,767.073975,3.233,53.9,74.59999847,8,2.95739
"61","Albania",1986,NA,5318.490361,NA,1357.90464,3.177,50.5,74.40000153,8,3.033393
"62","Albania",1987,NA,5351.961161,NA,1101.948878,3.126,47.4,75,8,3.116009
"63","Albania",1988,NA,5385.848186,NA,947.4187111,3.075,44.7,75.59999847,8,3.194854
"64","Albania",1989,NA,5426.464786,NA,968.450315,3.023,42.5,74.69999695,8,3.255859
"65","Albania",1990,73.5,5474.941477,NA,498.1313547,2.97,40.5,75.90000153,8,3.289483
"66","Albania",1991,73.4,3889.965658,42.5,376.0373182,2.917,38.8,61.59999847,8,3.291695
"67","Albania",1992,73.4,3574.867908,41.90000153,416.6113022,2.867,37.3,61.29999924,8,3.266983
"68","Albania",1993,73.4,3888.645755,41.90000153,492.789587,2.819,35.9,61.59999847,8,3.224901
"69","Albania",1994,73.6,4178.035474,42.20000076,554.3134063,2.772,34.5,61.79999924,8,3.179442
"70","Albania",1995,73.8,4702.960855,42.40000153,612.5929089,2.723,33.1,61.90000153,8,3.141102
"71","Albania",1996,73.9,5109.568026,42.29999924,840.7554168,2.67,31.7,61.90000153,8,3.112597
"72","Albania",1997,73.9,4570.583488,42.09999847,643.2891256,2.611,30.3,61.40000153,8,3.091902
"73","Albania",1998,73.8,5131.295018,42.09999847,679.0046237,2.543,28.8,61.40000153,8,3.079037
"74","Albania",1999,74,5622.988551,42.09999847,1315.876322,2.467,27.5,61.29999924,8,3.072725
"75","Albania",2000,74.2,6005.083412,42.09999847,1342.835046,2.383,26.1,61.09999847,8,3.071856
"76","Albania",2001,74.4,6407.074312,42.09999847,1246.772754,2.291,24.8,60.90000153,8,3.077378
"77","Albania",2002,74.5,6590.533753,42.20000076,1459.433092,2.195,23.6,60.79999924,8,3.089778
"78","Albania",2003,74.4,6949.816248,42.09999847,1378.656751,2.097,22.5,60.79999924,8,3.106701
"79","Albania",2004,74.4,7322.045206,42.09999847,1691.749604,2.004,21.4,60.59999847,8,3.124861
"80","Albania",2005,74.4,7685.262481,42,1622.587317,1.919,20.4,60.40000153,8,3.1418
"81","Albania",2006,74.5,8090.42328,41.90000153,1146.694855,1.849,19.5,60.20000076,8,3.156607
"82","Albania",2007,74.7,8528.395747,42.09999847,1137.949266,1.796,18.7,60.29999924,8,3.169665
"83","Albania",2008,74.9,9111.710122,NA,1510.482138,1.761,17.9,NA,8,3.181397
"84","Albania",2009,75,9377.045354,NA,1706.976899,1.744,17.2,NA,8,3.192723
"85","Albania",2010,75.2,9656.957169,NA,1800.870627,1.741,16.5,NA,8,3.204284
"86","Albania",2011,75.5,9897.179958,NA,2021.634918,1.748,15.9,NA,8,3.215988
"87","Albania",2012,75.7,10122.60617,NA,NA,1.76,15.4,NA,8,3.227373
"88","Albania",2013,75.8,10296.34371,NA,NA,1.771,14.9,NA,8,3.238316
"89","Algeria",1970,50.366,7280.342536,NA,NA,7.641,244.7,NA,12,13.746185
"90","Algeria",1971,50.767,6472.539085,NA,131.8699194,7.622,240,NA,12,14.165889
"91","Algeria",1972,51.195,7606.011041,NA,140.7952041,7.591,233.8,NA,12,14.600659
"92","Algeria",1973,51.67,7627.722709,NA,156.5049913,7.548,226.4,NA,12,15.052371
"93","Algeria",1974,52.213,7857.496094,NA,168.3087251,7.492,217.7,NA,12,15.524137
"94","Algeria",1975,52.861,8163.135164,NA,193.0672119,7.422,208.1,NA,12,16.018195
"95","Algeria",1976,53.656,8442.429729,NA,217.1972007,7.339,197.7,NA,12,16.533323
"96","Algeria",1977,54.605,8929.401491,NA,230.1705205,7.244,186.7,NA,12,17.068212
"97","Algeria",1978,55.697,9770.893479,NA,275.4965963,7.138,175,NA,12,17.624756
"98","Algeria",1979,56.907,10332.55684,NA,310.6220071,7.021,162.2,NA,12,18.205468
"99","Algeria",1980,58.198,10201.92333,NA,326.0042873,6.889,148,44.70000076,12,18.811199
"100","Algeria",1981,NA,10191.31167,NA,358.3876208,6.741,132.4,44.90000153,12,19.442423
"101","Algeria",1982,NA,10506.19576,NA,399.9216433,6.576,115.5,44.79999924,12,20.095648
"102","Algeria",1983,NA,10721.61215,NA,410.6598535,6.392,98.6,44.79999924,12,20.762767
"103","Algeria",1984,NA,10969.66345,NA,433.5797102,6.192,83.5,44.79999924,12,21.43307
"104","Algeria",1985,NA,11049.11881,NA,457.9944788,5.976,71.3,44.90000153,12,22.098298
"105","Algeria",1986,NA,10736.83655,NA,476.2656693,5.747,62.1,45.70000076,12,22.753511
"106","Algeria",1987,NA,10388.30226,NA,446.9211848,5.508,55.7,46.5,12,23.39847
"107","Algeria",1988,NA,9894.922552,NA,472.9585478,5.263,51.4,47.29999924,12,24.035237
"108","Algeria",1989,NA,10117.97855,NA,512.5388852,5.014,48.8,48.09999847,12,24.6681
"109","Algeria",1990,70.5,10112.79638,NA,521.8426973,4.761,47.1,48.90000153,12,25.299182
"110","Algeria",1991,70.8,9748.48761,17.89999962,522.7253721,4.503,45.9,49.70000076,12,25.93056
"111","Algeria",1992,71.1,9692.76153,17.79999924,549.4794635,4.238,45.1,50.5,12,26.557969
"112","Algeria",1993,71.3,9279.459073,18.5,537.8306927,3.971,44.3,51.29999924,12,27.169903
"113","Algeria",1994,71.5,9005.585945,18.79999924,540.6439572,3.705,43.5,52.09999847,12,27.751086
"114","Algeria",1995,71.7,9168.36559,18.29999924,549.26644,3.449,42.7,52.79999924,12,28.291591
"115","Algeria",1996,72.1,9374.860054,19.10000038,559.4532965,3.207,41.9,53.5,12,28.786855
"116","Algeria",1997,72.4,9321.734892,19.89999962,564.2688104,2.987,41.2,54,12,29.242917
"117","Algeria",1998,72.9,9646.161427,20.29999924,605.8967046,2.794,40.7,54.29999924,12,29.673694
"118","Algeria",1999,73,9809.74442,20.60000038,639.1741733,2.634,40.2,54.59999847,12,30.09901
"119","Algeria",2000,73.2,9885.491284,20.60000038,668.7064457,2.514,39.6,55,12,30.533827
"120","Algeria",2001,73.4,10202.9068,22.10000038,693.6815755,2.439,38.8,55.59999847,12,30.982214
"121","Algeria",2002,73.6,10634.4256,23.10000038,714.7028655,2.407,37.8,55.90000153,12,31.441848
"122","Algeria",2003,73.7,11251.4123,24.39999962,768.7985999,2.412,36.5,56.09999847,12,31.913462
"123","Algeria",2004,74.2,11574.63194,27.29999924,785.622933,2.448,35.1,56.40000153,12,32.396048
"124","Algeria",2005,74.5,12077.22937,28.79999924,869.35262,2.507,33.6,56.59999847,12,32.888449
"125","Algeria",2006,74.8,12088.08762,30.5,840.7807133,2.58,32.1,57,12,33.391954
"126","Algeria",2007,75,12289.02726,31.70000076,870.5861631,2.656,30.7,57.29999924,12,33.906605
"127","Algeria",2008,75.3,12314.34698,NA,920.9140046,2.725,29.5,NA,12,34.428028
"128","Algeria",2009,75.6,12285.12888,NA,841.3200099,2.781,28.4,NA,12,34.950168
"129","Algeria",2010,75.9,12494.06704,NA,986.8650038,2.817,27.4,NA,12,35.468208
"130","Algeria",2011,76.1,12605.77155,NA,1090.565936,2.829,26.6,NA,12,35.980193
"131","Algeria",2012,76.2,12751.71608,NA,NA,2.82,25.8,NA,12,36.485828
"132","Algeria",2013,76.3,12956.59857,NA,NA,2.795,25.2,NA,12,36.983924
"133","Andorra",1970,NA,33463.27868,NA,NA,NA,NA,NA,20,0.024364
"134","Andorra",1971,NA,33264.07744,NA,NA,NA,NA,NA,20,0.025656
"135","Andorra",1972,NA,34193.12022,NA,NA,NA,NA,NA,20,0.026997
"136","Andorra",1973,NA,35108.14331,NA,NA,NA,NA,NA,20,0.028357
"137","Andorra",1974,NA,35468.85932,NA,NA,NA,NA,NA,20,0.029688
"138","Andorra",1975,NA,34276.81397,NA,NA,NA,NA,NA,20,0.030967
"139","Andorra",1976,NA,34211.52205,NA,NA,NA,NA,NA,20,0.032156
"140","Andorra",1977,NA,34121.86918,NA,NA,NA,NA,NA,20,0.033279
"141","Andorra",1978,NA,33618.7385,NA,NA,NA,NA,NA,20,0.034432
"142","Andorra",1979,NA,32596.26337,NA,NA,NA,NA,NA,20,0.035753
"143","Andorra",1980,NA,32166.97667,NA,NA,NA,NA,NA,20,0.037328
"144","Andorra",1981,NA,30891.71229,NA,NA,NA,NA,NA,20,0.039226
"145","Andorra",1982,NA,29989.29397,NA,NA,NA,NA,NA,20,0.04139
"146","Andorra",1983,NA,29213.05085,NA,NA,NA,NA,NA,20,0.043636
"147","Andorra",1984,NA,28451.84444,NA,NA,NA,NA,NA,20,0.045702
"148","Andorra",1985,NA,27876.61023,NA,NA,NA,NA,NA,20,0.047414
"149","Andorra",1986,NA,27596.6658,NA,NA,NA,NA,NA,20,0.048653
"150","Andorra",1987,NA,27959.57416,NA,NA,NA,NA,NA,20,0.049504
"151","Andorra",1988,NA,28234.34519,NA,NA,NA,NA,NA,20,0.050236
"152","Andorra",1989,NA,28458.45837,NA,NA,NA,NA,NA,20,0.051241
"153","Andorra",1990,80.7,28417.37321,NA,NA,NA,8.5,NA,20,0.052773
"154","Andorra",1991,80.8,28028.69909,NA,NA,NA,7.9,NA,20,0.054996
"155","Andorra",1992,81,27218.16966,NA,NA,NA,7.4,NA,20,0.057767
"156","Andorra",1993,81.2,26010.54999,NA,NA,NA,6.9,NA,20,0.06067
"157","Andorra",1994,81.4,25906.77683,NA,NA,NA,6.5,NA,20,0.063111
"158","Andorra",1995,81.6,26142.96277,NA,NA,NA,6,NA,20,0.064699
"159","Andorra",1996,81.8,27179.76801,NA,NA,NA,5.7,NA,20,0.065227
"160","Andorra",1997,82.1,29729.44858,NA,NA,NA,5.4,NA,20,0.064905
"161","Andorra",1998,82.3,30819.17556,NA,NA,NA,5.1,NA,20,0.064246
"162","Andorra",1999,82.5,31939.79854,NA,NA,NA,4.8,NA,20,0.063985
"163","Andorra",2000,82.7,31662.4372,NA,NA,NA,4.6,NA,20,0.064634
"164","Andorra",2001,82.9,31793.82402,NA,NA,NA,4.4,NA,20,0.06639
"165","Andorra",2002,83,31865.97,NA,NA,NA,4.3,NA,20,0.069043
"166","Andorra",2003,83.1,34500.26,NA,NA,NA,4.1,NA,20,0.072203
"167","Andorra",2004,83,36329.5,NA,NA,NA,4,NA,20,0.075292
"168","Andorra",2005,83.1,39786.55,NA,NA,NA,3.9,NA,20,0.077888
"169","Andorra",2006,83.2,42738.4,NA,NA,NA,3.7,NA,20,0.079874
"170","Andorra",2007,83.4,43441.87,NA,NA,NA,3.6,NA,20,0.08139
"171","Andorra",2008,83.5,41425.99,NA,NA,NA,3.5,NA,20,0.082577
"172","Andorra",2009,83.6,41734.59,NA,NA,NA,3.4,NA,20,0.083677
"173","Andorra",2010,83.7,38981.93,NA,NA,NA,3.3,NA,20,0.084864
"174","Andorra",2011,83.8,41958.04,NA,NA,NA,3.2,NA,20,0.086165
"175","Andorra",2012,83.8,41925.91,NA,NA,NA,3.1,NA,20,0.087518
"176","Andorra",2013,83.9,43734.64,NA,NA,NA,3,NA,20,0.088909
"177","Angola",1970,37.032,5190.090412,NA,NA,7.301,260.52,NA,24,5.926333
"178","Angola",1971,37.439,5391.38543,NA,91.91276751,7.264,NA,NA,24,6.047736
"179","Angola",1972,37.846,5285.165836,NA,101.6039346,7.232,NA,NA,24,6.179685
"180","Angola",1973,38.247,5585.229139,NA,116.7156962,7.208,NA,NA,24,6.322194
"181","Angola",1974,38.635,5625.132365,NA,142.3864997,7.192,NA,NA,24,6.474796
"182","Angola",1975,38.998,5210.626254,NA,147.4924476,7.185,NA,NA,24,6.637419
"183","Angola",1976,39.324,4812.946179,NA,64.47601925,7.186,NA,NA,24,6.80885
"184","Angola",1977,39.605,4722.834918,NA,62.80804916,7.189,NA,NA,24,6.989988
"185","Angola",1978,39.84,4351.181822,NA,61.10424133,7.194,NA,NA,24,7.185188
"186","Angola",1979,40.029,4238.115152,NA,63.79064559,7.197,NA,NA,24,7.400231
"187","Angola",1980,40.182,4218.141229,NA,66.25516014,7.2,232,81.40000153,24,7.63842
"188","Angola",1981,NA,3897.358294,NA,64.03547515,7.201,231.1,81.40000153,24,7.903368
"189","Angola",1982,NA,3760.144851,NA,65.93331724,7.203,230.2,81.5,24,8.191774
"190","Angola",1983,NA,3779.693122,NA,69.14127246,7.205,229.1,81.5,24,8.491682
"191","Angola",1984,NA,3871.976479,NA,57.14446382,7.207,228.3,81.5,24,8.786652
"192","Angola",1985,NA,3884.201503,NA,66.63984891,7.208,227.6,81.59999847,24,9.065562
"193","Angola",1986,NA,3897.09641,NA,64.8021528,7.206,227,81.59999847,24,9.32255
"194","Angola",1987,NA,4065.147272,NA,63.48693686,7.202,226.6,81.69999695,24,9.562796
"195","Angola",1988,NA,4187.951377,NA,62.35931519,7.194,226.2,81.80000305,24,9.79968
"196","Angola",1989,NA,4098.416369,NA,61.08764057,7.182,226,81.80000305,24,10.052567
"197","Angola",1990,50.3,3968.670389,NA,60.9647291,7.165,225.9,81.90000153,24,10.335052
"198","Angola",1991,50.7,3888.203553,68.80000305,62.61307551,7.143,225.8,81.90000153,24,10.653515
"199","Angola",1992,50.7,3544.938731,69.59999847,61.53002729,7.116,225.9,82,24,11.00291
"200","Angola",1993,49.6,2607.337986,68.30000305,59.79516989,7.087,225.5,81.90000153,24,11.37175
"201","Angola",1994,50.5,2558.734506,69.30000305,58.24532385,7.054,225.2,82,24,11.74296
"202","Angola",1995,50.9,2854.513406,67.69999695,56.75363273,7.019,224.7,81.80000305,24,12.105105
"203","Angola",1996,51,3329.794997,67.80000305,59.10723184,6.984,223.8,81.80000305,24,12.452725
"204","Angola",1997,51.2,3419.698805,67.69999695,80.60110443,6.949,222.4,81.80000305,24,12.792237
"205","Angola",1998,51.6,3329.632762,68.09999847,85.70857471,6.913,220.8,81.80000305,24,13.138265
"206","Angola",1999,51.9,3342.531667,68.30000305,84.45210788,6.878,218.9,81.80000305,24,13.511575
"207","Angola",2000,52.6,3340.654977,68,88.61803973,6.844,216.7,81.69999695,24,13.926373
"208","Angola",2001,53,3334.947335,68,97.32168634,6.811,214.5,81.59999847,24,14.388244
"209","Angola",2002,53.8,3690.689524,68.30000305,101.2321572,6.778,212.1,81.59999847,24,14.890474
"210","Angola",2003,54.5,3681.574455,68.19999695,112.6380619,6.743,209.8,81.59999847,24,15.419943
"211","Angola",2004,55.2,3956.009985,68.40000153,102.7745691,6.704,207.1,81.59999847,24,15.95746
"212","Angola",2005,56,4613.317229,68.69999695,128.3819952,6.657,204.5,81.5,24,16.489021
"213","Angola",2006,56.9,5303.703307,69.19999695,170.303139,6.598,200.9,81.5,24,17.010366
"214","Angola",2007,57.6,6341.613866,69.40000153,157.2871723,6.523,196.8,81.69999695,24,17.525367
"215","Angola",2008,58.3,7012.631643,NA,204.210437,6.434,192.3,NA,24,18.037964
"216","Angola",2009,58.9,6980.112713,NA,225.132287,6.331,187.7,NA,24,18.555115
"217","Angola",2010,59.4,7021.577476,NA,246.6606688,6.218,182.4,NA,24,19.081912
"218","Angola",2011,59.7,7094.084302,NA,248.4577927,6.099,177.5,NA,24,19.618432
"219","Angola",2012,60.1,7244.828725,NA,NA,5.979,172.6,NA,24,20.162517
"220","Angola",2013,60.4,7319.345043,NA,NA,5.863,167.4,NA,24,20.714494
"221","Antigua and Barbuda",1970,65.898,5842.936956,NA,NA,3.684,70.43,NA,28,0.065587
"222","Antigua and Barbuda",1971,66.232,6123.371457,NA,NA,3.517,68.32,NA,28,0.066554
"223","Antigua and Barbuda",1972,66.558,6412.30459,NA,NA,3.328,65.87,NA,28,0.067419
"224","Antigua and Barbuda",1973,66.875,6803.051374,NA,NA,3.122,63.99,NA,28,0.068182
"225","Antigua and Barbuda",1974,67.181,6918.883242,NA,NA,2.908,62.14,NA,28,0.068848
"226","Antigua and Barbuda",1975,67.479,6483.802765,NA,NA,2.701,60.31,NA,28,0.06942
"227","Antigua and Barbuda",1976,67.768,5906.36325,NA,NA,2.514,58.48,NA,28,0.06991
"228","Antigua and Barbuda",1977,68.051,6391.367104,NA,NA,2.358,56.67,NA,28,0.070301
"229","Antigua and Barbuda",1978,68.328,6710.139906,NA,NA,2.239,55.31,NA,28,0.070533
"230","Antigua and Barbuda",1979,68.602,7554.492815,NA,NA,2.159,53.55,NA,28,0.070525
"231","Antigua and Barbuda",1980,68.873,8185.316484,NA,NA,2.115,51.8,NA,28,0.070228
"232","Antigua and Barbuda",1981,NA,8703.470152,NA,NA,2.098,NA,NA,28,0.069639
"233","Antigua and Barbuda",1982,NA,8838.109715,NA,NA,2.096,NA,NA,28,0.068803
"234","Antigua and Barbuda",1983,NA,9548.132335,NA,NA,2.098,NA,NA,28,0.067792
"235","Antigua and Barbuda",1984,NA,10393.03112,NA,NA,2.098,NA,NA,28,0.066701
"236","Antigua and Barbuda",1985,NA,11384.10048,NA,NA,2.092,NA,NA,28,0.065614
"237","Antigua and Barbuda",1986,NA,12597.12412,NA,NA,2.082,NA,NA,28,0.064539
"238","Antigua and Barbuda",1987,NA,14018.14438,NA,NA,2.07,NA,NA,28,0.06351
"239","Antigua and Barbuda",1988,NA,15425.39709,NA,NA,2.062,NA,NA,28,0.062669
"240","Antigua and Barbuda",1989,NA,16588.69376,NA,NA,2.058,NA,NA,28,0.062192
"241","Antigua and Barbuda",1990,72.4,17124.49835,NA,NA,2.061,25.5,NA,28,0.062202
"242","Antigua and Barbuda",1991,72.3,17387.93151,NA,NA,2.073,24.2,NA,28,0.062754
"243","Antigua and Barbuda",1992,72.1,17278.07156,NA,NA,2.096,23,NA,28,0.063802
"244","Antigua and Barbuda",1993,72.1,17810.18483,NA,NA,2.128,21.9,NA,28,0.065238
"245","Antigua and Barbuda",1994,72.2,18462.05795,NA,NA,2.166,20.8,NA,28,0.066895
"246","Antigua and Barbuda",1995,72.2,17238.12543,NA,NA,2.208,19.8,NA,28,0.068642
"247","Antigua and Barbuda",1996,72.6,17910.11718,NA,NA,2.248,18.8,NA,28,0.07045
"248","Antigua and Barbuda",1997,72.9,18328.49547,NA,NA,2.281,17.9,NA,28,0.072322
"249","Antigua and Barbuda",1998,73.2,18662.71136,NA,NA,2.304,17,NA,28,0.07419
"250","Antigua and Barbuda",1999,73.6,18978.09271,NA,NA,2.316,16.2,NA,28,0.075985
"251","Antigua and Barbuda",2000,73.9,18848.52927,NA,NA,2.316,15.4,NA,28,0.077656
"252","Antigua and Barbuda",2001,74.1,18895.86922,NA,NA,2.305,14.7,NA,28,0.079165
"253","Antigua and Barbuda",2002,74.2,19049.16302,NA,NA,2.288,14.1,NA,28,0.080507
"254","Antigua and Barbuda",2003,74.3,19747.45451,NA,NA,2.268,13.5,NA,28,0.081716
"255","Antigua and Barbuda",2004,74.3,20883.52302,NA,NA,2.246,12.9,NA,28,0.082838
"256","Antigua and Barbuda",2005,74.3,21571.41195,NA,NA,2.224,12.4,NA,28,0.083916
"257","Antigua and Barbuda",2006,74.4,24004.48659,NA,NA,2.203,11.9,NA,28,0.084952
"258","Antigua and Barbuda",2007,74.6,25392.81186,NA,NA,2.183,11.4,NA,28,0.085935
"259","Antigua and Barbuda",2008,74.8,25488.83112,NA,NA,2.164,11,NA,28,0.086881
"260","Antigua and Barbuda",2009,75.1,22519.10993,NA,NA,2.146,10.6,NA,28,0.087802
"261","Antigua and Barbuda",2010,75.2,20598.58436,NA,NA,2.13,10.3,NA,28,0.08871
"262","Antigua and Barbuda",2011,75.2,19987.92414,NA,NA,2.115,9.9,NA,28,0.089612
"263","Antigua and Barbuda",2012,75.2,20546.34504,NA,NA,2.102,9.6,NA,28,0.09051
"264","Antigua and Barbuda",2013,75.2,20642.51044,NA,NA,2.089,9.3,NA,28,0.091404
"265","Argentina",1970,66.449,10025.28189,NA,NA,3.073,72.5,NA,32,23.983358
"266","Argentina",1971,66.74,10238.45721,NA,870.4729375,3.104,71.5,NA,32,24.376109
"267","Argentina",1972,67.044,10276.37976,NA,920.3645793,3.148,70.3,NA,32,24.791983
"268","Argentina",1973,67.349,10483.64874,NA,956.2040993,3.203,68.6,NA,32,25.222223
"269","Argentina",1974,67.652,10871.40354,NA,986.0981989,3.264,66.4,NA,32,25.654154
"270","Argentina",1975,67.95,10628.26028,NA,1004.048915,3.321,63.6,NA,32,26.078731
"271","Argentina",1976,68.248,10460.16551,NA,1023.945361,3.366,60,NA,32,26.492716
"272","Argentina",1977,68.549,10968.49347,NA,1072.564266,3.391,55.8,NA,32,26.899177
"273","Argentina",1978,68.856,10450.14703,NA,1084.12044,3.391,51.3,NA,32,27.303001
"274","Argentina",1979,69.164,11018.36764,NA,1207.050384,3.368,47,NA,32,27.711808
"275","Argentina",1980,69.464,11020.15763,NA,1233.742299,3.325,43.2,52.29999924,32,28.13104
"276","Argentina",1981,NA,10253.42244,NA,1188.71642,3.27,40,52.5,32,28.561561
"277","Argentina",1982,NA,9791.955268,NA,1200.555975,3.213,37.7,52.79999924,32,29.00106
"278","Argentina",1983,NA,10053.90546,NA,1251.757917,3.163,35.8,53.09999847,32,29.447973
"279","Argentina",1984,NA,10122.40754,NA,1294.293984,3.123,34.4,53,32,29.899743
"280","Argentina",1985,NA,9277.984636,NA,1283.601258,3.093,33.1,53,32,30.35424
"281","Argentina",1986,NA,9823.469154,NA,1326.158011,3.073,31.9,53,32,30.810984
"282","Argentina",1987,NA,9946.240695,NA,1410.673523,3.056,30.8,53,32,31.269799
"283","Argentina",1988,NA,9626.20841,NA,1450.281803,3.037,29.7,53.09999847,32,31.72913
"284","Argentina",1989,NA,8823.215352,NA,1319.44243,3.016,28.6,53.09999847,32,32.187173
"285","Argentina",1990,72.6,8539.070326,NA,1303.729173,2.989,27.6,53.09999847,32,32.642442
"286","Argentina",1991,72.7,9332.689585,36.59999847,1347.747197,2.956,26.6,57.20000076,32,33.093579
"287","Argentina",1992,72.8,10129.87984,36.90000153,1410.735894,2.918,25.7,57.40000153,32,33.540023
"288","Argentina",1993,73.1,10601.80863,37,1497.263982,2.875,24.9,57.59999847,32,33.982035
