"","Country","Year","LifeExpectancy","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","ChildrenPerWoman","ChildMortalityRate","LaborRate","NumCode","PopulationInMillions"
"4030","Korea, Rep.",1995,74.2,18582.27062,47.70000076,3881.023662,1.632,5.5,61.79999924,410,44.662143
"4031","Korea, Rep.",1996,74.7,19540.35216,48.40000153,4280.680945,1.59,5.3,62.09999847,410,44.949627
"4032","Korea, Rep.",1997,75.1,20366.57368,49,4651.586369,1.537,5.3,62.59999847,410,45.227776
"4033","Korea, Rep.",1998,75.4,19465.0115,44.79999924,4436.126774,1.476,5.4,60.70000076,410,45.495222
"4034","Korea, Rep.",1999,75.8,21078.86965,45.5,4878.79958,1.413,5.7,60.59999847,410,45.749004
"4035","Korea, Rep.",2000,76.3,22308.26718,47.09999847,5906.973281,1.352,6.1,61,410,45.987624
"4036","Korea, Rep.",2001,76.8,23060.29875,47.59999847,6310.957197,1.298,6.4,61,410,46.210554
"4037","Korea, Rep.",2002,77.3,24825.30563,48.29999924,6677.124018,1.254,6.5,61.5,410,46.420867
"4038","Korea, Rep.",2003,77.8,25589.50754,47.20000076,6982.176811,1.221,6.4,60.90000153,410,46.624837
"4039","Korea, Rep.",2004,78.3,26636.14886,48.09999847,7397.48954,1.201,6,61.5,410,46.830699
"4040","Korea, Rep.",2005,78.8,27372.047,48.29999924,7803.855582,1.195,5.6,61.40000153,410,47.044126
"4041","Korea, Rep.",2006,79.2,28285.33691,48.59999847,8050.814521,1.2,5.2,61.29999924,410,47.267733
"4042","Korea, Rep.",2007,79.5,29554.3558,48,8477.1184,1.212,4.8,60.90000153,410,47.49936
"4043","Korea, Rep.",2008,79.7,29082.93415,NA,8791.23169,1.228,4.5,NA,410,47.733951
"4044","Korea, Rep.",2009,79.8,29202.36328,NA,8900.288724,1.247,4.3,NA,410,47.963923
"4045","Korea, Rep.",2010,80,30994.51384,NA,9744.464683,1.266,4.1,NA,410,48.183584
"4046","Korea, Rep.",2011,80.3,31327.12691,NA,10162.0362,1.285,4,NA,410,48.391343
"4047","Korea, Rep.",2012,80.4,31823.64501,NA,NA,1.303,3.9,NA,410,48.588326
"4048","Korea, Rep.",2013,80.5,32565.97773,NA,NA,1.321,3.7,NA,410,48.774767
"4049","Kuwait",1970,65.857,57312.58097,NA,NA,7.241,70.7,NA,414,0.753142
"4050","Kuwait",1971,66.285,67496.58658,NA,2985.362691,7.124,66.3,NA,414,0.811187
"4051","Kuwait",1972,66.692,66252.38753,NA,3480.813443,6.978,62.2,NA,414,0.870446
"4052","Kuwait",1973,67.08,63124.04443,NA,3621.942133,6.809,58.4,NA,414,0.930744
"4053","Kuwait",1974,67.451,122481.6705,NA,3793.275107,6.622,54.8,NA,414,0.991885
"4054","Kuwait",1975,67.808,97696.91314,NA,4060.998792,6.427,51.4,NA,414,1.053753
"4055","Kuwait",1976,68.155,98448.23268,NA,4286.458048,6.234,48.1,NA,414,1.116083
"4056","Kuwait",1977,68.495,93765.32517,NA,4693.061199,6.05,45,NA,414,1.17893
"4057","Kuwait",1978,68.827,86532.63379,NA,5187.53538,5.874,42,NA,414,1.242872
"4058","Kuwait",1979,69.154,117233.5464,NA,6079.943549,5.703,39.1,NA,414,1.308718
"4059","Kuwait",1980,69.477,115479.6013,NA,6052.523744,5.524,36.2,55.59999847,414,1.376963
"4060","Kuwait",1981,NA,91386.12154,NA,6400.562394,5.319,33.2,58.40000153,414,1.445699
"4061","Kuwait",1982,NA,72396.99321,NA,7141.724378,5.075,30.2,59.70000076,414,1.514013
"4062","Kuwait",1983,NA,69728.9391,NA,7295.088519,4.786,27.5,59.59999847,414,1.58431
"4063","Kuwait",1984,NA,68119.03477,NA,7744.845455,4.456,25.1,60.40000153,414,1.659961
"4064","Kuwait",1985,NA,62298.47753,NA,8196.754469,4.092,23.2,61.09999847,414,1.742083
"4065","Kuwait",1986,NA,45953.33547,NA,8599.771624,3.704,21.6,61.70000076,414,1.835819
"4066","Kuwait",1987,NA,51475.6619,NA,8720.924176,3.313,20.3,62.29999924,414,1.937316
"4067","Kuwait",1988,NA,43815.97804,NA,9050.445473,2.944,19,62.90000153,414,2.028166
"4068","Kuwait",1989,NA,49818.01248,NA,9517.672208,2.615,17.8,62.09999847,414,2.08355
"4069","Kuwait",1990,77.7,40345.92563,NA,8364.995383,2.358,16.7,62.09999847,414,2.087687
"4070","Kuwait",1991,78.4,20237.14358,33.79999924,5045.880506,2.2,15.8,62.59999847,414,2.031004
"4071","Kuwait",1992,78.4,54758.50002,35,NA,2.144,15.2,63.40000153,414,1.924077
"4072","Kuwait",1993,78,74929.33951,36.29999924,NA,2.182,14.8,64.69999695,414,1.795976
"4073","Kuwait",1994,77.3,81266.74567,38.09999847,NA,2.3,14.6,66,414,1.687552
"4074","Kuwait",1995,76.7,88461.53564,39.5,13311.70407,2.467,14.3,67,414,1.627911
"4075","Kuwait",1996,76.4,89046.18797,41,14302.53008,2.642,14.1,68.09999847,414,1.62812
"4076","Kuwait",1997,76.4,88417.70642,42,14537.9062,2.788,13.7,68.90000153,414,1.678812
"4077","Kuwait",1998,76.6,87067.58351,42.09999847,15495.22473,2.878,13.4,69,414,1.763693
"4078","Kuwait",1999,77,80986.30204,42.20000076,15454.75293,2.903,13,69,414,1.857217
"4079","Kuwait",2000,77.5,80881.81074,42.29999924,15091.03566,2.869,12.7,68.90000153,414,1.940786
"4080","Kuwait",2001,78,78412.15291,42.70000076,15412.47014,2.796,12.5,68.90000153,414,2.009588
"4081","Kuwait",2002,78.3,78097.85533,42.29999924,15799.96797,2.718,12.3,68.40000153,414,2.069816
"4082","Kuwait",2003,78.5,88675.20494,41.59999847,16738.22845,2.66,12.1,67.59999847,414,2.126786
"4083","Kuwait",2004,78.4,94636.21771,41.79999924,16716.85335,2.63,11.9,67.5,414,2.189485
"4084","Kuwait",2005,78.2,99642.13711,41.79999924,16882.27307,2.628,11.7,67.19999695,414,2.264014
"4085","Kuwait",2006,78,101767.2331,41.59999847,17444.03699,2.645,11.6,66.90000153,414,2.351441
"4086","Kuwait",2007,78,102060.7986,42,16752.77504,2.667,11.5,66.90000153,414,2.447818
"4087","Kuwait",2008,78.2,98890.33743,NA,16739.93356,2.681,11.3,NA,414,2.548351
"4088","Kuwait",2009,78.6,87124.78838,NA,16350.64289,2.683,11.1,NA,414,2.646286
"4089","Kuwait",2010,79.1,81036.76994,NA,16759.03703,2.673,10.8,NA,414,2.736732
"4090","Kuwait",2011,79.7,82474.81008,NA,16121.52187,2.652,10.4,NA,414,2.818042
"4091","Kuwait",2012,80.1,85209.20901,NA,NA,2.626,9.9,NA,414,2.891553
"4092","Kuwait",2013,80.3,83580.73179,NA,NA,2.6,9.5,NA,414,2.959015
"4093","Kyrgyzstan",1970,60.499,3420.907151,NA,NA,4.892,120.3,NA,417,2.964499
"4094","Kyrgyzstan",1971,60.817,3486.769136,NA,NA,4.815,117.9,NA,417,3.035474
"4095","Kyrgyzstan",1972,61.104,3553.899147,NA,NA,4.724,115.7,NA,417,3.103694
"4096","Kyrgyzstan",1973,61.364,3622.321598,NA,NA,4.615,113.8,NA,417,3.169771
"4097","Kyrgyzstan",1974,61.605,3615.0888,NA,NA,4.492,112,NA,417,3.234611
"4098","Kyrgyzstan",1975,61.836,3607.870444,NA,NA,4.365,110.1,NA,417,3.299001
"4099","Kyrgyzstan",1976,62.066,3600.666501,NA,NA,4.247,108.2,NA,417,3.362961
"4100","Kyrgyzstan",1977,62.304,3593.476943,NA,NA,4.15,106,NA,417,3.426646
"4101","Kyrgyzstan",1978,62.561,3586.30174,NA,NA,4.082,103.6,NA,417,3.491143
"4102","Kyrgyzstan",1979,62.841,3579.140864,NA,NA,4.044,101,NA,417,3.557793
"4103","Kyrgyzstan",1980,63.155,3571.994287,NA,NA,4.035,98,63.40000153,417,3.627499
"4104","Kyrgyzstan",1981,NA,3564.861979,NA,NA,4.046,94.6,63.90000153,417,3.700312
"4105","Kyrgyzstan",1982,NA,3557.743913,NA,NA,4.068,91,64.19999695,417,3.775764
"4106","Kyrgyzstan",1983,NA,3550.640059,NA,NA,4.086,87,64.69999695,417,3.853514
"4107","Kyrgyzstan",1984,NA,3543.55039,NA,NA,4.097,83,65.30000305,417,3.933002
"4108","Kyrgyzstan",1985,NA,3536.474877,NA,NA,4.093,78.9,65.69999695,417,4.013498
"4109","Kyrgyzstan",1986,NA,3529.413492,NA,NA,4.073,75.2,65.5,417,4.095873
"4110","Kyrgyzstan",1987,NA,3522.366206,NA,NA,4.039,71.7,65.40000153,417,4.179484
"4111","Kyrgyzstan",1988,NA,3515.332993,NA,NA,3.992,68.8,66.09999847,417,4.260325
"4112","Kyrgyzstan",1989,NA,3508.313822,NA,NA,3.932,66.8,66.09999847,417,4.333114
"4113","Kyrgyzstan",1990,65.3,3501.308667,NA,2330.570231,3.857,65.7,66,417,4.394502
"4114","Kyrgyzstan",1991,65.1,3176.718379,51.79999924,2322.340712,3.767,65.2,66,417,4.441582
"4115","Kyrgyzstan",1992,64.8,2709.85475,51.70000076,2328.254418,3.664,64.8,65.90000153,417,4.476402
"4116","Kyrgyzstan",1993,64.5,2292.491804,51.59999847,1914.229415,3.551,64.2,65.90000153,417,4.506563
"4117","Kyrgyzstan",1994,64.1,1833.341491,51.5,1896.303515,3.43,63,65.80000305,417,4.542747
"4118","Kyrgyzstan",1995,64.1,1716.726798,51.29999924,2074.37944,3.304,61.1,65.80000305,417,4.592135
"4119","Kyrgyzstan",1996,64.3,1812.236304,51.79999924,1965.690087,3.171,58.8,65.59999847,417,4.658815
"4120","Kyrgyzstan",1997,64.7,1963.763253,51.79999924,1802.870284,3.037,56.4,65.5,417,4.739263
"4121","Kyrgyzstan",1998,65.1,1976.850662,50.70000076,1684.000839,2.904,53.9,65.30000305,417,4.82387
"4122","Kyrgyzstan",1999,65.5,2021.496388,51.29999924,1795.306173,2.78,51.5,65.09999847,417,4.898865
"4123","Kyrgyzstan",2000,65.8,2106.728743,50.29999924,1696.064021,2.674,49.2,64.90000153,417,4.95485
"4124","Kyrgyzstan",2001,66.1,2195.630451,49.90000153,1445.875715,2.594,47,64.59999847,417,4.987944
"4125","Kyrgyzstan",2002,66.3,2170.024464,47.29999924,1365.94065,2.544,44.9,64.30000305,417,5.002691
"4126","Kyrgyzstan",2003,66.3,2287.743579,48.20000076,1644.359844,2.526,43,63.79999924,417,5.008348
"4127","Kyrgyzstan",2004,66.4,2417.947666,48.40000153,1417.908986,2.538,41.2,63.5,417,5.018366
"4128","Kyrgyzstan",2005,66.4,2382.755669,48.40000153,1539.921745,2.579,39.6,63.40000153,417,5.042381
"4129","Kyrgyzstan",2006,66.5,2429.281847,48.70000076,1517.131688,2.646,38,63.70000076,417,5.083724
"4130","Kyrgyzstan",2007,66.7,2616.073511,48.79999924,1491.534432,2.728,36.4,63.79999924,417,5.139213
"4131","Kyrgyzstan",2008,67.1,2782.915972,NA,1413.127268,2.815,34.5,NA,417,5.204104
"4132","Kyrgyzstan",2009,67.5,2826.624584,NA,1260.565081,2.9,32.4,NA,417,5.270894
"4133","Kyrgyzstan",2010,67.8,2782.838944,NA,1339.415188,2.974,30.3,NA,417,5.334223
"4134","Kyrgyzstan",2011,68.2,2920.60321,NA,1641.642186,3.028,28.1,NA,417,5.39258
"4135","Kyrgyzstan",2012,68.4,2865.670464,NA,NA,3.062,26.1,NA,417,5.448085
"4136","Kyrgyzstan",2013,68.6,3136.181707,NA,NA,3.075,24.2,NA,417,5.503253
"4137","Laos",1970,46.256,1483.745585,NA,NA,5.974,NA,NA,418,2.691207
"4138","Laos",1971,46.561,1498.605125,NA,NA,5.979,NA,NA,418,2.762977
"4139","Laos",1972,46.86,1513.612805,NA,NA,5.99,NA,NA,418,2.839169
"4140","Laos",1973,47.151,1528.280726,NA,NA,6.006,NA,NA,418,2.914999
"4141","Laos",1974,47.434,1542.102967,NA,NA,6.029,NA,NA,418,2.983956
"4142","Laos",1975,47.709,1555.022845,NA,NA,6.059,NA,NA,418,3.041847
"4143","Laos",1976,47.973,1596.088499,NA,NA,6.096,NA,NA,418,3.086518
"4144","Laos",1977,48.232,1628.625145,NA,NA,6.139,NA,NA,418,3.120663
"4145","Laos",1978,48.491,1658.366815,NA,NA,6.186,209.4,NA,418,3.150906
"4146","Laos",1979,48.759,1699.082029,NA,NA,6.233,205.1,NA,418,3.186599
"4147","Laos",1980,49.042,1738.539621,NA,NA,6.277,201,82.40000153,418,3.234555
"4148","Laos",1981,NA,1768.638585,NA,NA,6.315,197,82.19999695,418,3.296978
"4149","Laos",1982,NA,1783.700952,NA,NA,6.345,193.1,82.09999847,418,3.372093
"4150","Laos",1983,NA,1794.87161,NA,NA,6.363,189.3,82,418,3.45786
"4151","Laos",1984,NA,1807.67067,NA,NA,6.369,185.5,81.90000153,418,3.550669
"4152","Laos",1985,NA,1822.705268,NA,NA,6.361,181.7,81.90000153,418,3.647754
"4153","Laos",1986,NA,1826.887664,NA,NA,6.342,177.9,81.80000305,418,3.748525
"4154","Laos",1987,NA,1830.989393,NA,NA,6.313,174.1,82.09999847,418,3.8536
"4155","Laos",1988,NA,1835.468257,NA,NA,6.274,170.1,82.30000305,418,3.962714
"4156","Laos",1989,NA,1839.760313,NA,NA,6.222,166.1,81.90000153,418,4.075767
"4157","Laos",1990,55.8,1843.833071,NA,NA,6.152,162,81.80000305,418,4.192414
"4158","Laos",1991,56.3,1847.198614,79.19999695,NA,6.057,157.8,81.80000305,418,4.312348
"4159","Laos",1992,56.7,1891.303008,79.19999695,NA,5.934,153.4,81.80000305,418,4.43457
"4160","Laos",1993,57.2,2024.693201,79.19999695,NA,5.782,148.9,81.69999695,418,4.557216
"4161","Laos",1994,57.6,2090.709665,79.19999695,NA,5.603,144.3,81.59999847,418,4.677981
"4162","Laos",1995,57.9,2141.703558,78.59999847,NA,5.398,139.6,81.5,418,4.795112
"4163","Laos",1996,58.2,2137.782499,78.59999847,NA,5.168,134.9,81.40000153,418,4.90796
"4164","Laos",1997,58.5,2193.665956,78.59999847,NA,4.922,130.4,81.19999695,418,5.016576
"4165","Laos",1998,58.8,2203.522582,78.69999695,NA,4.669,126,81.19999695,418,5.120845
"4166","Laos",1999,59.1,2315.76748,78.80000305,NA,4.42,121.7,81.09999847,418,5.22092
"4167","Laos",2000,59.5,2387.798522,78.69999695,NA,4.19,117.4,80.80000305,418,5.31706
"4168","Laos",2001,60,2461.845952,78.69999695,NA,3.991,113.2,80.59999847,418,5.408912
"4169","Laos",2002,60.5,2542.126243,78.69999695,NA,3.829,108.9,80.40000153,418,5.4967
"4170","Laos",2003,61.1,2624.086838,78.5,NA,3.706,104.8,80.09999847,418,5.582028
"4171","Laos",2004,61.6,2724.549254,78.5,NA,3.619,100.8,79.90000153,418,5.667055
"4172","Laos",2005,62.1,2848.207665,78.30000305,NA,3.562,97,79.5,418,5.753341
"4173","Laos",2006,62.6,3047.684542,78.09999847,NA,3.52,93.3,79.19999695,418,5.841572
"4174","Laos",2007,63.2,3236.932026,78.09999847,NA,3.481,89.7,79.30000305,418,5.931385
"4175","Laos",2008,63.8,3436.417954,NA,NA,3.432,86.2,NA,418,6.022001
"4176","Laos",2009,64.3,3639.733862,NA,NA,3.368,82.9,NA,418,6.112143
"4177","Laos",2010,64.8,3879.352221,NA,NA,3.29,79.6,NA,418,6.200894
"4178","Laos",2011,65.2,4133.147578,NA,NA,3.2,76.7,NA,418,6.288037
"4179","Laos",2012,65.5,4375.056263,NA,NA,3.108,74,NA,418,6.373934
"4180","Laos",2013,65.8,4645.545511,NA,NA,3.02,71.4,NA,418,6.458911
"4181","Latvia",1970,70.23,7909.117959,NA,NA,1.91,27.14,NA,428,2.365705
"4182","Latvia",1971,70.57,8039.968746,NA,NA,1.939,23.8,NA,428,2.385524
"4183","Latvia",1972,70.26,8005.422739,NA,NA,1.958,23.4,NA,428,2.405177
"4184","Latvia",1973,70.2,8596.097209,NA,NA,1.963,23.3,NA,428,2.424107
"4185","Latvia",1974,70.12,8940.296807,NA,NA,1.956,27.15,NA,428,2.441537
"4186","Latvia",1975,69.27,9476.436211,NA,NA,1.939,29.35,NA,428,2.456971
"4187","Latvia",1976,69.38,9880.75916,NA,NA,1.921,29.1,NA,428,2.470206
"4188","Latvia",1977,69.46,10066.38727,NA,NA,1.907,26.02,NA,428,2.481606
"4189","Latvia",1978,69.34,10263.76732,NA,NA,1.904,26.89,NA,428,2.491929
"4190","Latvia",1979,68.82,10754.3806,NA,NA,1.914,25,NA,428,2.502245
"4191","Latvia",1980,69.12,11127.42781,NA,NA,1.937,24.9,71,428,2.513349
"4192","Latvia",1981,NA,11530.30848,NA,NA,1.974,24.7,71.09999847,428,2.524804
"4193","Latvia",1982,NA,11732.52888,NA,NA,2.018,24.3,71.19999695,428,2.536323
"4194","Latvia",1983,NA,12268.64271,NA,NA,2.062,23.6,71.30000305,428,2.54894
"4195","Latvia",1984,NA,12899.85361,NA,NA,2.102,22.4,71.30000305,428,2.563992
"4196","Latvia",1985,NA,12772.96833,NA,NA,2.129,21,71.40000153,428,2.582011
"4197","Latvia",1986,NA,13298.25806,NA,NA,2.136,19.6,71.19999695,428,2.604319
"4198","Latvia",1987,NA,13527.09157,NA,NA,2.119,18.6,71.09999847,428,2.629552
"4199","Latvia",1988,NA,14131.25109,NA,NA,2.077,18.2,70.69999695,428,2.652332
"4200","Latvia",1989,NA,14845.65479,NA,NA,2.012,19,70.30000305,428,2.665405
"4201","Latvia",1990,70.1,13734.44004,NA,3396.728161,1.923,20.4,69,428,2.663905
"4202","Latvia",1991,69.2,12043.7906,53.79999924,3285.317445,1.815,22,67.59999847,428,2.645539
"4203","Latvia",1992,67.9,8268.682606,52.29999924,2638.90897,1.696,23.2,66.09999847,428,2.612722
"4204","Latvia",1993,66.5,7996.410914,50.79999924,2048.149058,1.575,23.8,64.5,428,2.57111
"4205","Latvia",1994,65.8,8293.392472,49.20000076,1973.228518,1.459,24,62.90000153,428,2.528893
"4206","Latvia",1995,66.4,8322.831926,50.20000076,1997.138093,1.357,23.7,61.09999847,428,2.492095
"4207","Latvia",1996,67.9,8721.569971,41,1992.900926,1.275,22.9,59.20000076,428,2.462617
"4208","Latvia",1997,69,9602.000799,44.29999924,2056.435022,1.216,21.6,59.09999847,428,2.438994
"4209","Latvia",1998,69.6,10222.37836,43.40000153,2129.858727,1.18,20.1,58.20000076,428,2.419819
"4210","Latvia",1999,69.9,10792.29891,43.40000153,2072.803727,1.168,18.6,57.70000076,428,2.402452
"4211","Latvia",2000,70.1,11626.02901,43.40000153,2077.552113,1.178,17.2,56.20000076,428,2.384972
"4212","Latvia",2001,70.2,12630.391,43.70000076,2196.592712,1.207,16,56.40000153,428,2.367302
"4213","Latvia",2002,70.4,13568.68556,45.90000153,2279.117977,1.247,15.1,58.20000076,428,2.35034
"4214","Latvia",2003,70.8,14624.25736,46.29999924,2453.832598,1.294,14.3,58.20000076,428,2.334225
"4215","Latvia",2004,71,15979.56732,46.90000153,2551.431824,1.342,13.4,58.70000076,428,2.319229
"4216","Latvia",2005,70.9,17767.24064,47.5,2702.876577,1.388,12.6,58.70000076,428,2.305528
"4217","Latvia",2006,70.9,19942.73643,50.40000153,2876.376561,1.43,11.8,60.70000076,428,2.29308
"4218","Latvia",2007,71.3,22045.67555,50.70000076,3063.573657,1.467,11.1,60.40000153,428,2.281693
"4219","Latvia",2008,72.3,21489.26117,NA,3087.250573,1.501,10.5,NA,428,2.271198
"4220","Latvia",2009,73.2,17916.23587,NA,2874.712728,1.529,9.9,NA,428,2.26138
"4221","Latvia",2010,74,18101.81769,NA,3025.89361,1.553,9.4,NA,428,2.25206
"4222","Latvia",2011,74.7,19515.75381,NA,3266.471802,1.573,9,NA,428,2.243142
"4223","Latvia",2012,75.1,20864.13104,NA,NA,1.591,8.7,NA,428,2.234572
"4224","Latvia",2013,75.3,21786.90106,NA,NA,1.607,8.4,NA,428,2.22626
"4225","Lebanon",1970,66.067,6479.975241,NA,NA,4.948,62.3,NA,422,2.464286
"4226","Lebanon",1971,66.323,6897.79601,NA,525.5847608,4.836,61.6,NA,422,2.528423
"4227","Lebanon",1972,66.565,7543.262744,NA,575.1542469,4.73,60.8,NA,422,2.597588
"4228","Lebanon",1973,66.789,7679.022474,NA,649.888366,4.629,59.9,NA,422,2.665458
"4229","Lebanon",1974,66.995,7700.577231,NA,700.8471297,4.534,59,NA,422,2.72333
"4230","Lebanon",1975,67.182,5290.403321,NA,646.427971,4.444,58,NA,422,2.765289
"4231","Lebanon",1976,67.351,2202.674767,NA,692.7441211,4.357,56.8,NA,422,2.788641
"4232","Lebanon",1977,67.507,3756.254358,NA,742.4534499,4.271,55.4,NA,422,2.796136
"4233","Lebanon",1978,67.656,3816.534395,NA,811.9391526,4.182,53.9,NA,422,2.794001
"4234","Lebanon",1979,67.803,4279.717382,NA,915.6323377,4.092,52.3,NA,422,2.791308
"4235","Lebanon",1980,67.954,4496.178708,NA,973.7864517,3.997,50.6,50.40000153,422,2.794638
"4236","Lebanon",1981,NA,4490.652609,NA,1047.881815,3.898,48.8,50.70000076,422,2.807342
"4237","Lebanon",1982,NA,2822.973863,NA,1138.556256,3.796,47,51,422,2.827767
"4238","Lebanon",1983,NA,3384.797124,NA,1235.622592,3.692,45,51.09999847,422,2.851609
"4239","Lebanon",1984,NA,4864.1628,NA,1292.352475,3.587,43.1,51.20000076,422,2.872204
"4240","Lebanon",1985,NA,6034.886486,NA,1311.742204,3.482,41.1,51.5,422,2.885481
"4241","Lebanon",1986,NA,5648.082115,NA,1411.875441,3.379,39.2,51.90000153,422,2.888455
"4242","Lebanon",1987,NA,6560.227451,NA,1562.767805,3.279,37.3,51.90000153,422,2.884778
"4243","Lebanon",1988,NA,4708.65125,NA,1349.025498,3.182,35.6,52.09999847,422,2.88484
"4244","Lebanon",1989,NA,2701.557559,NA,840.6139845,3.09,33.9,52.20000076,422,2.902893
"4245","Lebanon",1990,67.9,3518.675324,NA,517.9393856,3.002,32.3,51.20000076,422,2.948372
"4246","Lebanon",1991,73.1,5000.631907,19.70000076,1017.267018,2.919,30.8,49.40000153,422,3.026061
"4247","Lebanon",1992,73.3,4288.602185,19.79999924,1194.598755,2.841,29.4,49.59999847,422,3.130785
"4248","Lebanon",1993,73.6,4414.191378,20.29999924,1366.490374,2.765,28.1,49.79999924,422,3.249799
"4249","Lebanon",1994,73.9,4625.194173,20.5,1481.184154,2.691,26.9,49.90000153,422,3.364891
"4250","Lebanon",1995,74.3,4850.510922,20.89999962,1561.610942,2.617,25.7,50.20000076,422,3.462974
"4251","Lebanon",1996,74.7,4941.302534,21,2116.911062,2.543,24.5,50.20000076,422,3.539137
"4252","Lebanon",1997,75.1,5423.719522,20.89999962,2507.503109,2.468,23.4,50,422,3.59735
"4253","Lebanon",1998,75.5,6111.518994,21,3066.139073,2.39,22.3,50,422,3.644171
"4254","Lebanon",1999,75.9,6491.166781,21.20000076,3031.007639,2.31,21.1,50.09999847,422,3.690033
"4255","Lebanon",2000,76.2,6832.196783,21.39999962,3019.428939,2.226,20,50.29999924,422,3.742329
"4256","Lebanon",2001,76.5,7590.06218,21.5,2982.487491,2.137,18.8,50.09999847,422,3.802903
"4257","Lebanon",2002,76.7,8516.675275,21.60000038,3050.400443,2.044,17.7,50,422,3.868504
"4258","Lebanon",2003,76.9,9361.472787,21.70000076,3005.872454,1.948,16.5,49.79999924,422,3.935421
"4259","Lebanon",2004,77.1,10899.89318,21.89999962,2889.000416,1.854,15.4,49.79999924,422,3.998042
"4260","Lebanon",2005,77.3,12039.16475,22,2834.55798,1.765,14.2,50,422,4.05242
"4261","Lebanon",2006,76.8,11921.11724,22.20000076,2697.911159,1.686,13.2,50.20000076,422,4.097457
"4262","Lebanon",2007,77.2,12744.75707,22.29999924,2768.724095,1.621,12.3,50.09999847,422,4.134872
"4263","Lebanon",2008,77.6,13736.44811,NA,2923.732134,1.57,11.5,NA,422,4.166915
"4264","Lebanon",2009,77.8,16182.54478,NA,3093.297643,1.535,10.9,NA,422,4.19699
"4265","Lebanon",2010,78,16457.35045,NA,3475.623184,1.513,10.4,NA,422,4.227597
"4266","Lebanon",2011,76.2,16431.14961,NA,3499.369123,1.502,9.9,NA,422,4.259405
"4267","Lebanon",2012,78.2,16518.94745,NA,NA,1.498,9.5,NA,422,4.291719
"4268","Lebanon",2013,78.3,16525.4055,NA,NA,1.495,9.1,NA,422,4.32406
"4269","Lesotho",1970,49.031,773.1655945,NA,NA,5.808,176.1,NA,426,1.033044
"4270","Lesotho",1971,49.303,686.8488711,NA,NA,5.807,172,NA,426,1.054333
"4271","Lesotho",1972,49.627,801.6087768,NA,NA,5.802,167.7,NA,426,1.0761
"4272","Lesotho",1973,49.999,989.9199133,NA,NA,5.794,163.1,NA,426,1.098849
"4273","Lesotho",1974,50.418,1026.645627,NA,NA,5.78,158,NA,426,1.123261
"4274","Lesotho",1975,50.887,920.9161824,NA,NA,5.761,152.4,NA,426,1.149797
"4275","Lesotho",1976,51.408,1046.898336,NA,NA,5.736,146.3,NA,426,1.178551
"4276","Lesotho",1977,51.973,1200.189849,NA,NA,5.706,140,NA,426,1.20929
"4277","Lesotho",1978,52.57,1399.177185,NA,NA,5.672,133.6,NA,426,1.241725
"4278","Lesotho",1979,53.184,1214.300715,NA,NA,5.633,127.3,NA,426,1.275421
"4279","Lesotho",1980,53.795,1149.814377,NA,NA,5.589,121.2,75.19999695,426,1.309981
"4280","Lesotho",1981,NA,1130.468428,NA,NA,5.542,115.3,75.19999695,426,1.345398
"4281","Lesotho",1982,NA,1140.404709,NA,NA,5.491,109.8,75.09999847,426,1.381537
"4282","Lesotho",1983,NA,1129.844936,NA,NA,5.436,104.9,75,426,1.41772
"4283","Lesotho",1984,NA,1153.17952,NA,NA,5.377,100.5,75.09999847,426,1.453098
"4284","Lesotho",1985,NA,1165.194831,NA,NA,5.313,96.6,75.19999695,426,1.487079
"4285","Lesotho",1986,NA,1198.557587,NA,NA,5.244,93.5,75.19999695,426,1.519369
"4286","Lesotho",1987,NA,1178.131558,NA,NA,5.169,90.9,75.19999695,426,1.550144
"4287","Lesotho",1988,NA,1260.529753,NA,NA,5.088,88.9,75.30000305,426,1.5799
"4288","Lesotho",1989,NA,1309.219916,NA,NA,5.004,87.4,75.40000153,426,1.609386
"4289","Lesotho",1990,61.2,1364.487302,NA,NA,4.919,86.3,75.40000153,426,1.639177
"4290","Lesotho",1991,61.2,1373.771262,41.20000076,NA,4.837,85.8,75.30000305,426,1.66919
"4291","Lesotho",1992,61,1449.878388,40.09999847,NA,4.759,86,75.30000305,426,1.699284
"4292","Lesotho",1993,60.5,1473.036273,41.40000153,NA,4.686,87.3,75.19999695,426,1.729896
"4293","Lesotho",1994,59.6,1520.490056,41.90000153,NA,4.617,89.7,75,426,1.761558
"4294","Lesotho",1995,58.5,1522.760783,40.59999847,NA,4.548,93.2,74.80000305,426,1.794531
"4295","Lesotho",1996,57.2,1581.67904,38.5,NA,4.475,97.5,74.40000153,426,1.829222
"4296","Lesotho",1997,55.6,1607.032184,36.5,NA,4.394,102.3,74.09999847,426,1.865218
"4297","Lesotho",1998,53.6,1609.901795,41.40000153,NA,4.302,106.9,73.80000305,426,1.900962
"4298","Lesotho",1999,51.6,1629.192156,46.20000076,NA,4.2,111,73.40000153,426,1.934337
"4299","Lesotho",2000,49.8,1687.154127,48.20000076,NA,4.089,114.6,73.09999847,426,1.963878
"4300","Lesotho",2001,48.3,1736.311391,47.70000076,NA,3.975,117.2,72.80000305,426,1.988983
"4301","Lesotho",2002,47,1727.078916,48.79999924,NA,3.862,119.4,72.5,426,2.010261
"4302","Lesotho",2003,45.8,1791.421216,48.59999847,NA,3.754,121.2,72.19999695,426,2.028976
